"GEO_ID","NAME","B28007_001E","B28007_001M","B28007_002E","B28007_002M","B28007_003E","B28007_003M","B28007_004E","B28007_004M","B28007_005E","B28007_005M","B28007_006E","B28007_006M","B28007_007E","B28007_007M","B28007_008E","B28007_008M","B28007_009E","B28007_009M","B28007_010E","B28007_010M","B28007_011E","B28007_011M","B28007_012E","B28007_012M","B28007_013E","B28007_013M","B28007_014E","B28007_014M","B28007_015E","B28007_015M","B28007_016E","B28007_016M","B28007_017E","B28007_017M","B28007_018E","B28007_018M","B28007_019E","B28007_019M","B28007_020E","B28007_020M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!In the civilian labor force","Margin of Error!!Total!!In the civilian labor force","Estimate!!Total!!In the civilian labor force!!Employed","Margin of Error!!Total!!In the civilian labor force!!Employed","Estimate!!Total!!In the civilian labor force!!Employed!!Has a computer","Margin of Error!!Total!!In the civilian labor force!!Employed!!Has a computer","Estimate!!Total!!In the civilian labor force!!Employed!!Has a computer!!With dial-up Internet subscription alone","Margin of Error!!Total!!In the civilian labor force!!Employed!!Has a computer!!With dial-up Internet subscription alone","Estimate!!Total!!In the civilian labor force!!Employed!!Has a computer!!With a broadband Internet subscription","Margin of Error!!Total!!In the civilian labor force!!Employed!!Has a computer!!With a broadband Internet subscription","Estimate!!Total!!In the civilian labor force!!Employed!!Has a computer!!Without an Internet subscription","Margin of Error!!Total!!In the civilian labor force!!Employed!!Has a computer!!Without an Internet subscription","Estimate!!Total!!In the civilian labor force!!Employed!!No computer","Margin of Error!!Total!!In the civilian labor force!!Employed!!No computer","Estimate!!Total!!In the civilian labor force!!Unemployed","Margin of Error!!Total!!In the civilian labor force!!Unemployed","Estimate!!Total!!In the civilian labor force!!Unemployed!!Has a computer","Margin of Error!!Total!!In the civilian labor force!!Unemployed!!Has a computer","Estimate!!Total!!In the civilian labor force!!Unemployed!!Has a computer!!With dial-up Internet subscription alone","Margin of Error!!Total!!In the civilian labor force!!Unemployed!!Has a computer!!With dial-up Internet subscription alone","Estimate!!Total!!In the civilian labor force!!Unemployed!!Has a computer!!With a broadband Internet subscription","Margin of Error!!Total!!In the civilian labor force!!Unemployed!!Has a computer!!With a broadband Internet subscription","Estimate!!Total!!In the civilian labor force!!Unemployed!!Has a computer!!Without an Internet subscription","Margin of Error!!Total!!In the civilian labor force!!Unemployed!!Has a computer!!Without an Internet subscription","Estimate!!Total!!In the civilian labor force!!Unemployed!!No computer","Margin of Error!!Total!!In the civilian labor force!!Unemployed!!No computer","Estimate!!Total!!Not in labor force","Margin of Error!!Total!!Not in labor force","Estimate!!Total!!Not in labor force!!Has a computer","Margin of Error!!Total!!Not in labor force!!Has a computer","Estimate!!Total!!Not in labor force!!Has a computer!!With dial-up Internet subscription alone","Margin of Error!!Total!!Not in labor force!!Has a computer!!With dial-up Internet subscription alone","Estimate!!Total!!Not in labor force!!Has a computer!!With a broadband Internet subscription","Margin of Error!!Total!!Not in labor force!!Has a computer!!With a broadband Internet subscription","Estimate!!Total!!Not in labor force!!Has a computer!!Without an Internet subscription","Margin of Error!!Total!!Not in labor force!!Has a computer!!Without an Internet subscription","Estimate!!Total!!Not in labor force!!No computer","Margin of Error!!Total!!Not in labor force!!No computer"
"1400000US41009970800","Census Tract 9708, Columbia County, Oregon","5549","438","3229","382","3002","372","2948","378","0","17","2870","392","78","63","54","55","227","129","212","127","0","17","190","127","22","25","15","24","2320","314","1752","273","0","17","1647","269","105","77","568","254"
"1400000US41009970300","Census Tract 9703, Columbia County, Oregon","4037","319","2021","263","1822","267","1775","265","0","12","1623","265","152","96","47","54","199","92","185","91","0","12","165","91","20","18","14","23","2016","216","1785","214","53","49","1580","228","152","70","231","122"
"1400000US41009970400","Census Tract 9704, Columbia County, Oregon","2272","206","1052","141","964","141","900","138","23","28","860","135","17","19","64","69","88","50","88","50","0","12","88","50","0","12","0","12","1220","192","1130","194","40","39","1056","195","34","30","90","48"
"1400000US41009970700","Census Tract 9707, Columbia County, Oregon","3196","258","1959","224","1886","227","1819","232","0","12","1772","235","47","42","67","46","73","47","73","47","0","12","67","45","6","11","0","12","1237","218","1098","206","0","12","1002","207","96","64","139","69"
"1400000US41009971000","Census Tract 9710, Columbia County, Oregon","3876","262","2559","236","2439","222","2429","221","29","35","2315","223","85","55","10","16","120","73","120","73","0","12","120","73","0","12","0","12","1317","197","1193","190","28","32","1095","197","70","58","124","69"
"1400000US41009970500","Census Tract 9705, Columbia County, Oregon","5537","418","3401","335","3093","310","3021","312","49","70","2793","335","179","107","72","68","308","145","303","145","0","17","243","107","60","95","5","8","2136","252","1950","269","51","67","1775","264","124","79","186","116"
"1400000US41009971100","Census Tract 9711, Columbia County, Oregon","2746","269","1526","215","1454","199","1347","211","9","14","1222","194","116","86","107","72","72","52","72","52","0","12","72","52","0","12","0","12","1220","186","1072","187","0","12","945","178","127","74","148","82"
"1400000US41009970600","Census Tract 9706, Columbia County, Oregon","4524","490","2573","366","2438","353","2350","352","0","17","2299","356","51","45","88","77","135","86","135","86","0","17","122","88","13","21","0","17","1951","292","1686","318","0","17","1649","305","37","54","265","165"
"1400000US41009970900","Census Tract 9709, Columbia County, Oregon","3804","263","2511","277","2363","266","2363","266","0","12","2324","262","39","36","0","12","148","116","126","113","0","12","119","113","7","12","22","35","1293","218","1097","209","9","14","937","184","151","101","196","83"
"1400000US41013950400","Census Tract 9504, Crook County, Oregon","3662","306","1578","170","1376","154","1334","157","0","12","1136","175","198","115","42","39","202","102","202","102","0","12","158","94","44","47","0","12","2084","264","1833","256","19","30","1598","246","216","100","251","121"
"1400000US41013950100","Census Tract 9501, Crook County, Oregon","5747","447","3270","437","3160","420","2965","414","0","17","2717","388","248","221","195","161","110","103","110","103","49","83","61","61","0","17","0","17","2477","282","2037","271","73","115","1848","275","116","86","440","155"
"1400000US41013950200","Census Tract 9502, Crook County, Oregon","3396","237","1866","226","1664","239","1559","237","15","24","1487","239","57","54","105","87","202","107","178","105","0","12","178","105","0","12","24","24","1530","231","1270","236","41","47","1069","242","160","93","260","100"
"1400000US41013950300","Census Tract 9503, Crook County, Oregon","5552","421","2894","322","2587","350","2529","331","0","17","2360","293","169","143","58","91","307","173","307","173","0","17","215","113","92","132","0","17","2658","373","2421","367","0","17","2186","371","235","124","237","108"
"1400000US41055950100","Census Tract 9501, Sherman County, Oregon","1385","80","741","70","712","66","680","66","1","2","606","68","73","31","32","17","29","17","29","17","1","3","24","14","4","8","0","12","644","77","541","76","5","4","447","73","89","31","103","30"
"1400000US41065970200","Census Tract 9702, Wasco County, Oregon","2469","193","1730","175","1691","174","1659","173","28","44","1515","199","116","84","32","27","39","38","39","38","0","12","39","38","0","12","0","12","739","144","677","144","0","12","594","153","83","69","62","42"
"1400000US41065970500","Census Tract 9705, Wasco County, Oregon","2968","204","1791","241","1677","226","1589","223","6","10","1475","222","108","77","88","67","114","115","114","115","0","12","97","115","17","31","0","12","1177","161","968","155","6","10","829","154","133","92","209","77"
"1400000US41065970700","Census Tract 9707, Wasco County, Oregon","1284","121","818","127","812","125","675","106","0","12","606","107","69","43","137","90","6","9","6","9","0","12","6","9","0","12","0","12","466","67","371","66","3","6","315","56","53","29","95","43"
"1400000US41065970400","Census Tract 9704, Wasco County, Oregon","2337","186","1233","172","1172","161","1126","161","16","20","1013","166","97","89","46","48","61","47","49","45","0","12","21","25","28","39","12","18","1104","139","745","139","30","26","595","130","120","74","359","112"
"1400000US41065970600","Census Tract 9706, Wasco County, Oregon","2118","214","1162","176","1089","176","908","162","16","20","795","148","97","66","181","130","73","46","69","46","0","12","65","44","4","8","4","7","956","183","889","172","57","67","690","144","142","108","67","63"
"1400000US41065970300","Census Tract 9703, Wasco County, Oregon","2172","189","1389","170","1315","168","1279","161","0","12","1216","167","63","41","36","33","74","64","74","64","0","12","74","64","0","12","0","12","783","107","709","110","0","12","636","118","73","52","74","59"
"1400000US41065970100","Census Tract 9701, Wasco County, Oregon","2761","183","1534","206","1490","198","1443","198","0","12","1309","213","134","127","47","40","44","36","44","36","0","12","44","36","0","12","0","12","1227","175","1037","167","0","12","836","147","201","121","190","90"
"1400000US41065970800","Census Tract 9708, Wasco County, Oregon","3437","260","1882","227","1779","226","1591","221","8","9","1414","229","169","77","188","84","103","39","71","32","0","12","60","31","11","13","32","24","1555","180","1284","166","51","36","1062","138","171","64","271","83"
"1400000US41039000402","Census Tract 4.02, Lane County, Oregon","2814","228","1646","223","1592","218","1550","221","0","12","1385","207","165","113","42","33","54","35","44","31","0","12","44","31","0","12","10","15","1168","137","1044","127","0","12","908","121","136","67","124","64"
"1400000US41039001001","Census Tract 10.01, Lane County, Oregon","2166","175","1262","180","1204","171","1197","174","17","18","1024","167","156","107","7","11","58","42","58","42","0","12","54","42","4","7","0","12","904","112","823","113","21","18","772","108","30","36","81","54"
"1400000US41029002000","Census Tract 20, Jackson County, Oregon","1971","220","1280","190","1200","194","1192","195","0","12","1073","210","119","66","8","13","80","51","80","51","0","12","80","51","0","12","0","12","691","134","683","131","0","12","651","129","32","21","8","12"
"1400000US41029002600","Census Tract 26, Jackson County, Oregon","2318","163","936","137","836","123","821","124","9","8","690","131","122","55","15","19","100","45","94","46","0","12","70","42","24","21","6","8","1382","164","1197","164","39","22","1036","164","122","69","185","60"
"1400000US41029002800","Census Tract 28, Jackson County, Oregon","4196","312","2209","191","2010","178","1925","179","11","17","1751","204","163","101","85","68","199","68","173","65","0","12","133","64","40","48","26","27","1987","232","1808","226","23","29","1603","210","182","141","179","97"
"1400000US41029000800","Census Tract 8, Jackson County, Oregon","5070","371","2667","330","2490","300","2414","303","0","17","2344","300","70","87","76","76","177","107","177","107","0","17","148","96","29","44","0","17","2403","295","2191","301","0","17","2061","315","130","96","212","114"
"1400000US41029000700","Census Tract 7, Jackson County, Oregon","7215","483","4678","498","4391","432","4291","426","15","24","4100","419","176","143","100","91","287","157","241","130","0","17","241","130","0","17","46","71","2537","328","2402","322","32","37","2170","292","200","129","135","105"
"1400000US41019050001","Census Tract 500.01, Douglas County, Oregon","3680","270","1753","222","1603","199","1538","205","0","12","1381","200","157","75","65","54","150","112","140","109","0","12","138","109","2","5","10","20","1927","231","1736","246","59","49","1594","224","83","80","191","122"
"1400000US41019160000","Census Tract 1600, Douglas County, Oregon","6162","497","3259","414","3094","378","2903","379","39","47","2563","403","301","213","191","108","165","96","165","96","0","17","157","95","8","14","0","17","2903","503","2265","466","38","61","1837","422","390","243","638","207"
"1400000US41019180000","Census Tract 1800, Douglas County, Oregon","3406","285","1876","197","1804","204","1766","203","27","31","1602","220","137","89","38","43","72","58","72","58","0","12","49","41","23","39","0","12","1530","240","1381","237","38","47","1226","235","117","84","149","86"
"1400000US41019080000","Census Tract 800, Douglas County, Oregon","6283","420","3430","435","3111","420","3097","420","16","27","2995","422","86","59","14","24","319","148","301","147","0","17","280","145","21","32","18","29","2853","365","2346","381","68","67","2122","371","156","109","507","170"
"1400000US41019140000","Census Tract 1400, Douglas County, Oregon","4248","297","2186","285","2021","315","2011","317","14","22","1905","335","92","89","10","28","165","151","165","151","0","17","165","151","0","17","0","17","2062","225","1746","232","31","34","1566","239","149","114","316","116"
"1400000US41019190000","Census Tract 1900, Douglas County, Oregon","3949","334","2041","275","1699","251","1600","247","0","12","1555","245","45","35","99","81","342","140","292","130","0","12","283","128","9","14","50","56","1908","259","1676","250","0","12","1437","236","239","106","232","91"
"1400000US41019020000","Census Tract 200, Douglas County, Oregon","2788","287","1146","199","1122","198","1081","204","0","12","1015","221","66","55","41","40","24","23","24","23","0","12","24","23","0","12","0","12","1642","289","1440","284","10","15","1362","285","68","70","202","108"
"1400000US41019110000","Census Tract 1100, Douglas County, Oregon","2466","212","1153","214","1066","208","1053","210","0","12","994","211","59","41","13","24","87","48","87","48","0","12","87","48","0","12","0","12","1313","163","1002","167","49","57","897","167","56","46","311","156"
"1400000US41005024302","Census Tract 243.02, Clackamas County, Oregon","4310","390","2553","335","2477","333","2329","325","0","17","2238","319","91","64","148","135","76","56","64","51","0","17","64","51","0","17","12","19","1757","310","1633","319","37","43","1502","309","94","97","124","86"
"1400000US41005020304","Census Tract 203.04, Clackamas County, Oregon","4313","207","2956","228","2805","236","2749","251","0","17","2677","255","72","69","56","55","151","79","128","75","31","48","97","53","0","17","23","29","1357","221","1342","217","16","24","1326","219","0","17","15","24"
"1400000US41005021200","Census Tract 212, Clackamas County, Oregon","3402","308","2023","263","1949","256","1843","255","0","12","1696","267","147","110","106","76","74","48","74","48","0","12","74","48","0","12","0","12","1379","225","1211","218","0","12","964","177","247","139","168","80"
"1400000US41005022400","Census Tract 224, Clackamas County, Oregon","3215","222","2269","225","2154","204","2059","211","0","12","2000","209","59","46","95","55","115","68","97","62","0","12","97","62","0","12","18","28","946","154","707","158","0","12","688","156","19","14","239","84"
"1400000US41005023700","Census Tract 237, Clackamas County, Oregon","4252","321","2585","263","2343","288","2327","289","31","39","2190","274","106","71","16","25","242","137","215","133","0","17","215","133","0","17","27","41","1667","214","1454","203","0","17","1345","201","109","80","213","108"
"1400000US41005020200","Census Tract 202, Clackamas County, Oregon","5365","243","3393","255","3300","262","3269","264","29","47","3193","261","47","45","31","35","93","63","93","63","0","17","93","63","0","17","0","17","1972","261","1845","271","0","17","1786","279","59","56","127","73"
"1400000US41005021700","Census Tract 217, Clackamas County, Oregon","5315","361","3211","362","2937","361","2867","358","0","17","2644","312","223","214","70","53","274","123","259","120","0","17","215","124","44","42","15","24","2104","229","1697","254","0","17","1482","247","215","129","407","160"
"1400000US41005020503","Census Tract 205.03, Clackamas County, Oregon","1893","111","1186","123","1147","118","1119","117","0","12","1119","117","0","12","28","30","39","25","39","25","0","12","39","25","0","12","0","12","707","116","649","116","0","12","631","119","18","31","58","31"
"1400000US41005024000","Census Tract 240, Clackamas County, Oregon","2061","195","1177","127","1118","123","1092","123","0","12","1068","126","24","29","26","26","59","44","59","44","0","12","59","44","0","12","0","12","884","169","809","174","9","15","762","169","38","50","75","41"
"1400000US41005021802","Census Tract 218.02, Clackamas County, Oregon","3600","296","2374","249","2247","227","2225","223","7","11","2152","227","66","60","22","25","127","64","127","64","0","12","105","62","22","24","0","12","1226","183","948","187","11","18","857","175","80","69","278","123"
"1400000US41043020300","Census Tract 203, Linn County, Oregon","5922","452","3871","336","3580","316","3568","318","10","17","3414","347","144","89","12","20","291","146","291","146","0","17","291","146","0","17","0","17","2051","373","1966","372","10","14","1868","377","88","63","85","60"
"1400000US41043020400","Census Tract 204, Linn County, Oregon","3134","312","2044","267","1842","275","1776","276","0","12","1673","280","103","69","66","39","202","103","176","97","0","12","143","89","33","42","26","40","1090","187","926","190","0","12","810","184","116","59","164","78"
"1400000US41043030500","Census Tract 305, Linn County, Oregon","3678","285","2169","232","2039","219","2001","224","3","5","1826","240","172","122","38","30","130","65","127","64","0","12","127","64","0","12","3","5","1509","162","1398","169","13","17","1235","181","150","94","111","67"
"1400000US41043020700","Census Tract 207, Linn County, Oregon","4599","392","3063","378","2867","366","2670","374","23","36","2515","380","132","102","197","206","196","119","196","119","0","17","196","119","0","17","0","17","1536","274","1328","267","0","17","1234","254","94","88","208","106"
