"GEO_ID","NAME","B28002_001E","B28002_001M","B28002_002E","B28002_002M","B28002_003E","B28002_003M","B28002_004E","B28002_004M","B28002_005E","B28002_005M","B28002_006E","B28002_006M","B28002_007E","B28002_007M","B28002_008E","B28002_008M","B28002_009E","B28002_009M","B28002_010E","B28002_010M","B28002_011E","B28002_011M","B28002_012E","B28002_012M","B28002_013E","B28002_013M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!With an Internet subscription","Margin of Error!!Total!!With an Internet subscription","Estimate!!Total!!With an Internet subscription!!Dial-up with no other type of Internet subscription","Margin of Error!!Total!!With an Internet subscription!!Dial-up with no other type of Internet subscription","Estimate!!Total!!With an Internet subscription!!Broadband of any type","Margin of Error!!Total!!With an Internet subscription!!Broadband of any type","Estimate!!Total!!With an Internet subscription!!Cellular data plan","Margin of Error!!Total!!With an Internet subscription!!Cellular data plan","Estimate!!Total!!With an Internet subscription!!Cellular data plan!!Cellular data plan with no other type of Internet subscription","Margin of Error!!Total!!With an Internet subscription!!Cellular data plan!!Cellular data plan with no other type of Internet subscription","Estimate!!Total!!With an Internet subscription!!Broadband such as cable, fiber optic or DSL","Margin of Error!!Total!!With an Internet subscription!!Broadband such as cable, fiber optic or DSL","Estimate!!Total!!With an Internet subscription!!Broadband such as cable, fiber optic or DSL!!Broadband such as cable, fiber optic or DSL with no other type of Internet subscription","Margin of Error!!Total!!With an Internet subscription!!Broadband such as cable, fiber optic or DSL!!Broadband such as cable, fiber optic or DSL with no other type of Internet subscription","Estimate!!Total!!With an Internet subscription!!Satellite Internet service","Margin of Error!!Total!!With an Internet subscription!!Satellite Internet service","Estimate!!Total!!With an Internet subscription!!Satellite Internet service!!Satellite Internet service with no other type of Internet subscription","Margin of Error!!Total!!With an Internet subscription!!Satellite Internet service!!Satellite Internet service with no other type of Internet subscription","Estimate!!Total!!With an Internet subscription!!Other service with no other type of Internet subscription","Margin of Error!!Total!!With an Internet subscription!!Other service with no other type of Internet subscription","Estimate!!Total!!Internet access without a subscription","Margin of Error!!Total!!Internet access without a subscription","Estimate!!Total!!No Internet access","Margin of Error!!Total!!No Internet access"
"1400000US41059950500","Census Tract 9505, Umatilla County, Oregon","1789","121","1405","140","0","12","1405","140","990","150","174","80","1148","125","350","112","126","49","31","24","17","26","63","50","321","119"
"1400000US41059950700","Census Tract 9507, Umatilla County, Oregon","979","110","791","121","0","12","791","121","570","125","110","75","655","139","221","85","42","29","0","12","0","12","8","12","180","82"
"1400000US41059950900","Census Tract 9509, Umatilla County, Oregon","1605","156","1211","166","0","12","1211","166","894","154","279","102","779","151","183","72","207","88","94","68","0","12","95","75","299","102"
"1400000US41059950200","Census Tract 9502, Umatilla County, Oregon","2636","237","1917","207","19","32","1898","203","1279","187","357","151","1458","218","547","194","69","51","27","32","27","41","107","83","612","210"
"1400000US41059951400","Census Tract 9514, Umatilla County, Oregon","919","91","668","89","0","12","668","89","442","76","83","42","428","79","145","48","147","49","73","32","2","3","69","39","182","55"
"1400000US41059950300","Census Tract 9503, Umatilla County, Oregon","1118","91","901","90","12","13","889","94","658","84","95","38","474","83","116","39","268","88","84","43","11","12","13","14","204","68"
"1400000US41059950400","Census Tract 9504, Umatilla County, Oregon","1725","121","1473","142","0","17","1473","142","1084","125","145","64","1250","147","324","114","95","47","65","36","0","17","3","5","249","122"
"1400000US41047002000","Census Tract 20, Marion County, Oregon","4305","148","3861","193","0","19","3861","193","3127","247","589","218","3144","274","637","200","266","119","45","42","0","19","103","69","341","116"
"1400000US41047001603","Census Tract 16.03, Marion County, Oregon","2297","127","2071","139","0","17","2071","139","1647","166","318","145","1709","170","356","129","130","96","0","17","0","17","19","28","207","110"
"1400000US41047001604","Census Tract 16.04, Marion County, Oregon","2842","207","2273","236","0","17","2273","236","1592","234","445","188","1760","277","624","175","153","96","27","30","0","17","123","105","446","170"
"1400000US41047001701","Census Tract 17.01, Marion County, Oregon","2430","157","1630","203","0","17","1630","203","1371","211","333","165","1284","226","259","116","81","59","0","17","0","17","55","60","745","187"
"1400000US41047001703","Census Tract 17.03, Marion County, Oregon","1522","92","1261","110","19","29","1242","109","947","109","111","66","1052","106","270","96","108","45","16","18","0","12","14","17","247","67"
"1400000US41047002400","Census Tract 24, Marion County, Oregon","1491","76","1399","82","8","12","1391","83","1124","104","125","61","1173","95","223","65","165","68","36","36","0","12","16","17","76","59"
"1400000US41047010304","Census Tract 103.04, Marion County, Oregon","1684","118","1162","166","0","17","1162","166","892","156","143","99","971","168","261","124","73","79","0","17","0","17","70","61","452","161"
"1400000US41047010400","Census Tract 104, Marion County, Oregon","1694","162","1206","169","63","51","1143","166","645","129","82","46","1004","161","405","105","120","77","47","57","0","17","85","58","403","131"
"1400000US41047010305","Census Tract 103.05, Marion County, Oregon","1235","88","971","107","0","12","971","107","619","141","111","48","774","103","322","117","98","69","30","45","0","12","55","36","209","96"
"1400000US41047001803","Census Tract 18.03, Marion County, Oregon","1115","76","799","110","0","12","799","110","571","115","175","95","600","117","204","68","39","28","16","17","0","12","51","49","265","90"
"1400000US41047002600","Census Tract 26, Marion County, Oregon","680","59","553","71","0","12","553","71","437","64","88","29","302","66","53","27","167","51","52","32","0","12","28","34","99","52"
"1400000US41047002700","Census Tract 27, Marion County, Oregon","3265","190","2833","197","15","22","2818","200","2167","203","245","104","2324","204","547","141","281","107","63","50","0","17","80","51","352","136"
"1400000US41047010501","Census Tract 105.01, Marion County, Oregon","2122","148","1692","193","12","19","1680","195","1001","173","148","74","1042","179","378","143","514","163","224","92","17","23","55","46","375","151"
"1400000US41047000400","Census Tract 4, Marion County, Oregon","1759","106","1370","120","0","17","1370","120","1224","128","384","118","961","133","142","65","48","37","0","17","4","6","64","37","325","103"
"1400000US41047001000","Census Tract 10, Marion County, Oregon","1556","113","1301","130","6","10","1295","130","958","143","182","83","1103","138","318","93","53","47","10","12","0","12","53","65","202","93"
"1400000US41047001100","Census Tract 11, Marion County, Oregon","2049","98","1634","133","10","15","1624","134","1198","130","113","52","1469","145","351","89","73","43","42","33","0","12","124","71","291","92"
"1400000US41047010303","Census Tract 103.03, Marion County, Oregon","1273","87","1021","90","0","12","1021","90","848","103","228","71","688","93","123","55","135","48","8","13","0","12","50","38","202","62"
"1400000US41047010502","Census Tract 105.02, Marion County, Oregon","2488","207","2187","240","28","32","2159","238","1648","215","205","93","1824","238","511","147","197","109","0","17","0","17","54","55","247","125"
"1400000US41047001702","Census Tract 17.02, Marion County, Oregon","1718","115","1306","142","23","26","1283","141","1026","132","260","107","997","139","234","78","35","29","14","22","0","17","58","58","354","114"
"1400000US41047000600","Census Tract 6, Marion County, Oregon","1920","205","1549","214","0","12","1549","214","1239","222","226","107","1219","204","269","96","48","47","41","45","0","12","100","61","271","131"
"1400000US41047000200","Census Tract 2, Marion County, Oregon","1292","85","1086","103","7","11","1079","102","858","119","132","83","911","119","190","69","41","38","0","12","0","12","32","33","174","80"
"1400000US41047000300","Census Tract 3, Marion County, Oregon","1943","110","1504","148","18","20","1486","147","1169","147","291","101","1106","148","293","78","85","45","24","22","0","12","94","62","345","115"
"1400000US41047001200","Census Tract 12, Marion County, Oregon","1664","115","1436","123","41","38","1395","121","1002","142","104","51","1232","133","313","79","40","51","36","47","23","25","48","37","180","66"
"1400000US41047000900","Census Tract 9, Marion County, Oregon","2210","171","1874","216","7","22","1867","215","1486","229","380","192","1400","229","364","134","120","94","0","17","17","28","37","42","299","172"
"1400000US41047001502","Census Tract 15.02, Marion County, Oregon","1764","95","1603","118","0","17","1603","118","1272","117","180","84","1398","136","320","90","76","47","0","17","0","17","34","27","127","65"
"1400000US41047002800","Census Tract 28, Marion County, Oregon","1519","121","1393","133","0","12","1393","133","1117","135","146","68","1213","118","250","73","141","74","7","11","0","12","61","58","65","38"
"1400000US41047010100","Census Tract 101, Marion County, Oregon","471","44","388","39","10","9","378","39","253","38","35","16","309","41","94","30","49","21","20","13","0","12","24","13","59","27"
"1400000US41047010600","Census Tract 106, Marion County, Oregon","1020","97","803","88","12","13","791","88","525","95","147","63","588","77","216","56","73","34","37","27","0","12","51","42","166","51"
"1400000US41047001300","Census Tract 13, Marion County, Oregon","1935","109","1791","130","0","12","1791","130","1504","143","123","58","1631","135","276","84","77","48","0","12","0","12","58","59","86","45"
"1400000US41047001501","Census Tract 15.01, Marion County, Oregon","1805","102","1588","96","9","15","1579","92","1209","111","80","53","1368","107","316","81","134","51","43","29","0","17","71","47","146","60"
"1400000US41059950600","Census Tract 9506, Umatilla County, Oregon","2343","215","1831","220","13","22","1818","218","1339","212","317","148","1350","229","440","156","194","72","12","18","12","20","34","37","478","160"
"1400000US41059950800","Census Tract 9508, Umatilla County, Oregon","2086","194","1601","224","0","17","1601","224","1204","221","415","182","1108","233","366","152","93","47","31","26","0","17","139","103","346","139"
"1400000US41059951000","Census Tract 9510, Umatilla County, Oregon","2388","153","1873","225","0","17","1873","225","1503","238","401","154","1166","226","265","122","336","156","91","75","0","17","58","72","457","193"
"1400000US41059951300","Census Tract 9513, Umatilla County, Oregon","1420","89","1135","88","3","5","1132","88","849","91","201","66","796","93","235","57","152","59","45","29","0","12","39","26","246","58"
"1400000US41059950100","Census Tract 9501, Umatilla County, Oregon","1647","122","1231","118","16","19","1215","114","777","125","189","85","889","102","344","81","181","59","64","36","0","12","35","27","381","94"
"1400000US41059951100","Census Tract 9511, Umatilla County, Oregon","2064","162","1549","199","13","21","1536","197","1172","186","321","120","965","208","240","116","235","113","71","66","15","25","13","21","502","182"
"1400000US41059951200","Census Tract 9512, Umatilla County, Oregon","3157","185","2644","221","12","19","2632","219","1922","237","451","170","2058","247","697","211","241","102","0","17","13","20","80","70","433","127"
"1400000US41047001602","Census Tract 16.02, Marion County, Oregon","3454","225","2851","281","21","37","2830","285","2280","311","778","316","2020","304","527","162","74","66","0","19","0","19","0","19","603","217"
"1400000US41047001802","Census Tract 18.02, Marion County, Oregon","2507","144","2239","181","0","17","2239","181","1819","208","210","121","1914","196","377","123","213","121","29","34","0","17","63","47","205","135"
"1400000US41047002301","Census Tract 23.01, Marion County, Oregon","1250","85","1199","89","0","12","1199","89","929","106","62","50","1066","103","243","81","63","46","27","33","0","12","18","20","33","24"
"1400000US41051003100","Census Tract 31, Multnomah County, Oregon","1909","98","1750","99","8","14","1742","99","1356","112","132","95","1572","150","324","89","74","39","10","15","0","17","33","25","126","53"
"1400000US41051004602","Census Tract 46.02, Multnomah County, Oregon","885","59","868","59","0","12","868","59","752","64","31","23","810","63","111","35","29","18","0","12","0","12","10","10","7","10"
"1400000US41051006900","Census Tract 69, Multnomah County, Oregon","1149","78","1124","79","9","14","1115","80","949","103","88","57","989","96","149","60","54","41","9","14","0","12","0","12","25","22"
"1400000US41051003000","Census Tract 30, Multnomah County, Oregon","1925","110","1833","118","0","12","1833","118","1391","152","17","20","1793","118","442","118","56","43","0","12","0","12","0","12","92","49"
